store,order_id,city,state,shipping_charged,order_total,Clean_State
victus,18195,,,0,314.96,Santa Cruz
victus,18211,,,0,219.98,Santa Cruz
victus,18214,,,0,139.99,Santa Cruz
victus,18219,,BO-S,15,224.97,Santa Cruz
victus,18254,,,0,139.98,Santa Cruz
victus,18317,,BO-C,15,854.93,Cochabamba
victus,18322,,BO-S,15,294.98,Santa Cruz
victus,18323,,BO-S,15,74.99,Santa Cruz
victus,19104,,BO-S,15,74.99,Santa Cruz
victus,19109,,,15,84.99,Santa Cruz
victus,19110,Santa Cruz,,0,199.99,Santa Cruz
victus,19111,,,15,174.99,Santa Cruz
victus,19112,Santa Cruz,,0,167.0,Santa Cruz
victus,19114,,BO-S,0,70.0,Santa Cruz
victus,19118,Santa Cruz,,0,159.99,Santa Cruz
victus,18111,,BO-O,20,456.97,Oruro
victus,18120,,BO-T,15,324.98,Tarija
victus,9868,,BO-C,0,119.99,Cochabamba
victus,10564,,BO-H,0,279.97,Chuquisaca
victus,10569,Avenida capitán arrien 317,Entre 1er y 2do anillo,0,739.94,Santa Cruz
victus,10601,,BO-T,0,69.99,Tarija
victus,10626,,,20,169.99,Santa Cruz
victus,10660,,BO-C,15,224.98,Cochabamba
victus,10662,,,15,224.98,Santa Cruz
victus,10684,,BO-S,15,134.98,Santa Cruz
victus,10690,,BO-C,15,164.99,Cochabamba
victus,10701,,BO-L,15,84.99,La Paz
victus,10704,,BO-L,15,224.98,La Paz
victus,10708,,,20,199.98,Santa Cruz
victus,10709,,BO-T,15,224.98,Tarija
victus,10710,,BO-C,15,74.99,Cochabamba
victus,10712,,,0,149.99,Santa Cruz
victus,10715,,,15,84.99,Santa Cruz
victus,10716,,BO-L,15,144.98,La Paz
victus,10719,,,15,162.0,Santa Cruz
victus,10720,,,15,74.99,Santa Cruz
victus,10722,,BO-L,15,351.98,La Paz
victus,10723,,BO-L,15,319.98,La Paz
victus,10724,,BO-L,15,194.98,La Paz
victus,10725,,BO-H,15,224.98,Chuquisaca
victus,10728,,BO-P,25,331.98,Potosí
victus,10729,,BO-C,15,224.98,Cochabamba
victus,10767,,BO-T,15,74.99,Tarija
victus,10769,,BO-L,15,74.99,La Paz
victus,10774,,BO-L,15,74.99,La Paz
victus,10812,,BO-L,15,74.99,La Paz
victus,11091,,BO-H,15,199.99,Chuquisaca
victus,11092,,BO-H,15,254.96,Chuquisaca
victus,11093,,BO-H,15,464.98,Chuquisaca
victus,11280,,BO-H,15,144.99,Chuquisaca
victus,11430,,,15,358.99,Santa Cruz
victus,11597,,BO-S,15,130.0,Santa Cruz
victus,11600,,BO-L,15,154.98,La Paz
victus,11602,,BO-S,0,204.99,Santa Cruz
victus,11606,,,15,84.99,Santa Cruz
victus,11608,,BO-T,15,221.99,Tarija
victus,11611,Quillacollo,BO-C,15,164.99,Cochabamba
victus,11612,,BO-T,15,134.98,Tarija
victus,11615,,BO-L,15,162.0,La Paz
victus,11617,,BO-S,15,84.99,Santa Cruz
victus,11618,,BO-L,15,84.99,La Paz
victus,11623,,BO-L,15,142.0,La Paz
victus,11624,,BO-S,15,426.98,Santa Cruz
victus,11627,,BO-C,15,432.0,Cochabamba
victus,11628,,BO-L,15,264.97,La Paz
victus,11629,,BO-L,15,134.98,La Paz
victus,11630,,BO-L,15,84.99,La Paz
victus,11632,,BO-H,15,294.97,Chuquisaca
victus,11635,,BO-L,15,84.99,La Paz
victus,11636,,BO-B,15,154.98,Beni
victus,11637,,BO-C,20,155.0,Cochabamba
victus,11652,,,15,164.99,Santa Cruz
victus,11667,,,0,119.98,Santa Cruz
victus,11675,,,0,189.97,Santa Cruz
victus,11694,,,0,59.99,Santa Cruz
victus,12013,,BO-S,0,149.99,Santa Cruz
victus,12019,,BO-C,15,214.98,Cochabamba
victus,12025,,,15,74.99,Santa Cruz
victus,12418,,,0,189.98,Santa Cruz
victus,12419,,BO-L,15,285.0,La Paz
victus,12424,,,15,200.0,Santa Cruz
victus,12426,,BO-L,15,254.99,La Paz
victus,12427,,BO-P,0,679.96,Potosí
victus,12428,,BO-C,45,501.98,Cochabamba
victus,12433,,BO-C,15,194.98,Cochabamba
victus,13397,,,0,207.0,Santa Cruz
victus,14869,,BO-C,15,344.97,Cochabamba
victus,14870,,BO-H,15,254.99,Chuquisaca
victus,15305,,BO-C,15,152.0,Cochabamba
victus,15307,,BO-T,15,311.99,Tarija
victus,15335,,BO-L,15,204.97,La Paz
victus,15454,,,0,145.0,Santa Cruz
victus,15456,,BO-L,15,74.99,La Paz
victus,15457,,,0,724.97,Santa Cruz
victus,15650,,BO-P,25,294.98,Potosí
victus,15651,,,0,279.99,Santa Cruz
victus,15653,,,0,69.99,Santa Cruz
victus,15655,,BO-L,15,294.98,La Paz
victus,15656,,BO-H,15,84.99,Chuquisaca
victus,15657,,BO-L,15,529.99,La Paz
victus,15658,,BO-C,20,285.0,Cochabamba
victus,15659,,BO-S,0,129.99,Santa Cruz
victus,15661,,BO-L,15,379.98,La Paz
victus,15662,,BO-L,15,162.0,La Paz
victus,15663,,,15,260.0,Santa Cruz
victus,15700,,BO-C,15,274.99,Cochabamba
victus,15701,,BO-H,15,84.99,Chuquisaca
victus,15703,,,0,279.98,Santa Cruz
victus,15711,,BO-C,15,264.99,Cochabamba
victus,15712,,BO-C,15,214.98,Cochabamba
victus,15717,,BO-L,15,214.99,La Paz
victus,15718,,BO-H,15,84.99,Chuquisaca
victus,15720,,BO-L,15,374.98,La Paz
victus,11434,,,0,69.99,Santa Cruz
victus,15724,,BO-L,15,154.99,La Paz
victus,15726,,BO-T,15,371.98,Tarija
victus,15727,,BO-L,15,414.96,La Paz
victus,15812,,BO-T,15,324.98,Tarija
victus,15826,,,0,244.98,Santa Cruz
victus,15827,,,20,165.0,Santa Cruz
victus,15811,,BO-L,0,149.99,La Paz
victus,15830,,BO-C,15,259.99,Cochabamba
victus,15951,,BO-S,0,69.99,Santa Cruz
victus,15953,,BO-L,15,134.98,La Paz
victus,15956,,BO-L,15,84.99,La Paz
victus,15959,,BO-P,25,200.0,Potosí
victus,15963,,,15,264.98,Santa Cruz
victus,15962,,,0,59.99,Santa Cruz
victus,15967,,BO-B,15,489.96,Beni
victus,15975,,,15,74.99,Santa Cruz
victus,15977,,BO-L,15,444.98,La Paz
victus,15965,,,0,159.96,Santa Cruz
victus,15983,,BO-C,15,264.99,Cochabamba
victus,15984,,BO-C,15,142.0,Cochabamba
victus,15986,,BO-T,15,299.99,Tarija
victus,15989,,BO-L,15,609.98,La Paz
victus,15990,,BO-L,15,599.98,La Paz
victus,15991,,BO-L,15,174.97,La Paz
victus,15979,,,0,59.99,Santa Cruz
victus,15997,,BO-L,15,84.99,La Paz
victus,15998,,BO-T,15,304.97,Tarija
victus,16001,,BO-C,15,351.99,Cochabamba
victus,16005,,BO-L,15,224.98,La Paz
victus,16007,,BO-P,25,210.0,Potosí
victus,16008,,BO-P,25,214.99,Potosí
victus,15994,,,0,69.99,Santa Cruz
victus,16070,,BO-C,15,259.98,Cochabamba
victus,16071,,,0,145.0,Santa Cruz
victus,16073,,BO-L,15,234.99,La Paz
victus,16074,,,15,84.99,Santa Cruz
victus,16079,,,0,139.99,Santa Cruz
victus,16212,,BO-L,15,164.99,La Paz
victus,16771,Montero,,30,234.99,Santa Cruz
victus,16788,,BO-L,20,99.98,La Paz
victus,16790,,BO-T,15,1729.84,Tarija
victus,16806,,BO-L,15,134.98,La Paz
victus,16789,,,0,145.0,Santa Cruz
victus,16807,,,0,135.0,Santa Cruz
victus,17149,,,0,69.99,Santa Cruz
victus,17181,,,0,69.99,Santa Cruz
victus,17192,,Cochabamba,0,109.98,Cochabamba
victus,17194,,BO-T,15,154.99,Tarija
victus,17197,,BO-L,15,240.0,La Paz
victus,17203,,BO-L,15,174.99,La Paz
victus,17234,,,0,264.99,Santa Cruz
victus,17333,,,0,69.99,Santa Cruz
victus,17335,,BO-H,0,166.5,Chuquisaca
victus,17358,,BO-L,0,157.49,La Paz
victus,17360,,BO-C,15,264.97,Cochabamba
victus,17361,,,0,204.99,Santa Cruz
victus,17240,,,0,59.99,Santa Cruz
victus,17363,,,0,69.99,Santa Cruz
victus,17364,,,0,309.98,Santa Cruz
victus,17371,,,0,537.27,Santa Cruz
victus,18035,Trinidad,BO-B,15,154.99,Beni
victus,18040,,BO-L,15,84.99,La Paz
victus,18042,,BO-C,0,734.96,Cochabamba
victus,18043,,BO-L,15,293.98,La Paz
victus,18048,,BO-S,15,154.99,Santa Cruz
victus,18052,,BO-S,15,114.98,Santa Cruz
victus,18110,,BO-O,20,259.98,Oruro
victus,18191,,BO-L,15,404.96,La Paz
victus,18192,,BO-O,20,129.98,Oruro
victus,18196,,BO-C,15,84.99,Cochabamba
victus,18198,,,0,145.0,Santa Cruz
victus,18200,,BO-L,15,259.99,La Paz
victus,18205,,,0,289.98,Santa Cruz
victus,18216,,BO-L,15,94.98,La Paz
victus,18217,,,0,159.99,Santa Cruz
victus,18212,,,0,250.0,Santa Cruz
victus,18297,,BO-C,15,204.98,Cochabamba
victus,18225,,,0,209.98,Santa Cruz
victus,18299,,BO-S,20,229.97,Santa Cruz
victus,18300,Santa Cruz,,0,139.99,Santa Cruz
victus,18298,,,0,69.99,Santa Cruz
victus,18304,,BO-C,15,214.99,Cochabamba
victus,18306,,,25,211.99,Santa Cruz
victus,18307,,BO-C,15,74.99,Cochabamba
victus,18309,,BO-H,15,104.98,Chuquisaca
victus,18314,,BO-S,15,84.99,Santa Cruz
victus,18318,Vallegrande,BO-S,25,94.99,Santa Cruz
victus,18319,,BO-S,0,199.98,Santa Cruz
victus,19119,,BO-S,0,99.98,Santa Cruz
victus,19120,,BO-S,0,219.98,Santa Cruz
nebula,10707,,,0,125.0,Santa Cruz
nebula,10711,,,0,69.99,Santa Cruz
nebula,10712,,BO-L,0,69.99,La Paz
nebula,10714,,BO-S,0,204.98,Santa Cruz
nebula,10716,,BO-L,0,139.98,La Paz
nebula,10717,,BO-S,0,119.99,Santa Cruz
nebula,10719,,,0,266.99,Santa Cruz
nebula,12235,,BO-L,15,84.99,La Paz
nebula,12244,,BO-L,0,279.98,La Paz
nebula,12554,,BO-L,0,147.0,La Paz
nebula,12660,,BO-C,0,199.99,Cochabamba
nebula,12680,,BO-C,0,299.98,Cochabamba
nebula,14504,,BO-S,0,149.99,Santa Cruz
nebula,14505,,BO-S,0,304.99,Santa Cruz
nebula,14509,,BO-L,0,209.98,La Paz
nebula,14769,,BO-L,0,135.0,La Paz
nebula,16496,,,0,139.99,Santa Cruz
nebula,16670,,BO-S,0,127.0,Santa Cruz
nebula,18128,,BO-C,0,69.99,Cochabamba
nebula,18129,,BO-S,0,349.97,Santa Cruz
nebula,18130,,BO-S,0,239.98,Santa Cruz
nebula,18132,,BO-S,20,159.99,Santa Cruz
nebula,18137,,BO-S,0,129.99,Santa Cruz
nebula,18139,,BO-S,0,259.98,Santa Cruz
nebula,18140,,BO-C,0,137.0,Cochabamba
nebula,18144,,BO-S,0,145.0,Santa Cruz
nebula,18145,,BO-S,0,69.99,Santa Cruz
nebula,18146,,BO-S,15,54.99,Santa Cruz
nebula,18149,,BO-S,0,127.0,Santa Cruz
nebula,18151,Montero,,25,301.99,Santa Cruz
nebula,18152,,BO-S,0,135.0,Santa Cruz
nebula,18420,,BO-C,0,139.98,Cochabamba
nebula,19231,,,0,119.99,Santa Cruz
nebula,19232,,,20,59.99,Santa Cruz
nebula,19233,,BO-T,15,54.99,Tarija
nebula,19234,,BO-S,0,209.97,Santa Cruz
nebula,19235,,BO-S,0,139.99,Santa Cruz
nebula,19236,,BO-S,0,139.99,Santa Cruz
nebula,19237,,,0,1500.0,Santa Cruz
nebula,19238,,BO-S,0,209.98,Santa Cruz
nebula,19245,,BO-S,0,279.98,Santa Cruz
nebula,19246,,,0,449.97,Santa Cruz
nebula,19248,,,0,139.98,Santa Cruz
nebula,19250,,BO-S,0,129.99,Santa Cruz
nebula,19251,,BO-S,0,149.99,Santa Cruz
nebula,19254,,,0,139.99,Santa Cruz
nebula,19255,,,15,84.99,Santa Cruz
nebula,19256,,,0,329.96,Santa Cruz
nebula,19262,,BO-S,0,69.99,Santa Cruz
nebula,19263,,,15,84.99,Santa Cruz
nebula,19270,,,0,389.97,Santa Cruz
nebula,19272,,,0,139.99,Santa Cruz
nebula,19275,,,0,339.98,Santa Cruz
nebula,19290,,BO-S,0,119.99,Santa Cruz
nebula,19297,,BO-S,0,129.99,Santa Cruz
nebula,19660,,BO-S,0,206.99,Santa Cruz
nebula,20358,,,0,214.99,Santa Cruz
nebula,20359,,,0,119.99,Santa Cruz
nebula,20360,,,0,259.98,Santa Cruz
nebula,20361,,,25,164.99,Santa Cruz
nebula,20366,,BO-S,0,139.99,Santa Cruz
nebula,20379,,,0,119.99,Santa Cruz
nebula,20381,,BO-S,25,144.99,Santa Cruz
nebula,20671,,BO-S,0,129.99,Santa Cruz
nebula,20675,,,0,184.99,Santa Cruz
nebula,20895,,BO-H,15,84.99,Chuquisaca
nebula,12602,,BO-L,0,219.99,La Paz
nebula,12659,,BO-S,0,69.99,Santa Cruz
nebula,14500,,BO-L,0,149.99,La Paz
nebula,14501,,BO-S,0,149.99,Santa Cruz
nebula,14502,,BO-S,25,144.99,Santa Cruz
nebula,14507,,BO-C,0,350.0,Cochabamba
nebula,14508,,,0,139.99,Santa Cruz
nebula,14510,,,0,1449.92,Santa Cruz
nebula,14765,,BO-S,0,434.98,Santa Cruz
nebula,14766,,BO-S,20,266.99,Santa Cruz
nebula,14833,,BO-L,0,194.99,La Paz
nebula,16392,,BO-L,0,135.0,La Paz
nebula,16495,,BO-L,0,69.99,La Paz
nebula,16497,,BO-S,0,137.0,Santa Cruz
nebula,16498,,BO-C,0,147.0,Cochabamba
nebula,16499,,BO-S,0,244.99,Santa Cruz
nebula,16500,,BO-L,0,69.98,La Paz
nebula,16645,,,0,139.99,Santa Cruz
nebula,16744,,BO-C,0,379.98,Cochabamba
nebula,18135,,BO-N,0,109.98,Pando
nebula,18141,,BO-S,0,69.99,Santa Cruz
nebula,18142,,BO-C,0,259.98,Cochabamba
nebula,18143,,BO-C,0,169.98,Cochabamba
nebula,18520,,BO-S,25,431.98,Santa Cruz
nebula,19073,,BO-S,0,149.99,Santa Cruz
nebula,19074,,BO-L,0,119.99,La Paz
nebula,19239,,BO-H,0,129.99,Chuquisaca
nebula,19247,,BO-S,0,149.99,Santa Cruz
nebula,19249,,BO-S,0,125.0,Santa Cruz
nebula,19252,,,0,439.96,Santa Cruz
nebula,19264,,BO-C,0,349.97,Cochabamba
nebula,19269,,BO-L,0,129.99,La Paz
nebula,19271,,BO-L,0,139.99,La Paz
nebula,19291,,BO-L,20,606.97,La Paz
nebula,19292,,BO-L,0,209.98,La Paz
nebula,19296,COBIJA,,25,309.0,Santa Cruz
nebula,19300,,BO-C,0,274.99,Cochabamba
nebula,20255,,BO-C,0,165.0,Cochabamba
nebula,20362,,,15,294.98,Santa Cruz
nebula,20365,,BO-S,15,84.99,Santa Cruz
nebula,20369,,S,0,129.99,Santa Cruz
nebula,20373,,BO-L,0,119.99,La Paz
nebula,20374,,BO-N,25,254.98,Pando
nebula,20376,,BO-S,0,256.99,Santa Cruz
nebula,20942,SUCRE,BO-H,15,84.99,Chuquisaca
nebula,21131,,BO-S,0,129.99,Santa Cruz
